TaskType,PriTaskModality,TargetSize,TargetDestDistance,PathDir,PriTaskElapsed,RotTaskElapsed,NumbWrongDeselection,NumbPathExit,PathFirstSegExit,PathMidSegExit,PathLastSegExit,NumbMismatchRotTask,Time Stamp
1,ControllerClick,small,20.000,up,1.899,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,18Sep / 3:48:05 PM
1,ControllerClick,small,20.000,down,1.988,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,18Sep / 3:48:09 PM
1,ControllerClick,small,40.000,up,2.181,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,18Sep / 3:48:14 PM
1,ControllerClick,small,40.000,down,44.417,9999.000,9999.000,9999.000,4,12,3,9,0,9999.000,9999.000,9999,18Sep / 3:49:01 PM
1,ControllerClick,small,30.000,up,2.628,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,18Sep / 3:49:09 PM
1,ControllerClick,big,30.000,up,1.841,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,18Sep / 3:49:13 PM
1,ControllerClick,big,30.000,down,1.210,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,18Sep / 3:49:18 PM
1,ControllerClick,big,20.000,up,1.245,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,18Sep / 3:49:21 PM
1,ControllerClick,big,20.000,down,0.991,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,18Sep / 3:49:26 PM
1,GazeDwell,small,30.000,down,2.063,9999.000,9999.000,9999.000,0,3,1,1,1,9999.000,9999.000,9999,18Sep / 3:50:01 PM
1,GazeDwell,small,20.000,up,5.077,9999.000,9999.000,9999.000,0,8,2,1,5,9999.000,9999.000,9999,18Sep / 3:50:09 PM
1,GazeDwell,small,20.000,down,3.657,9999.000,9999.000,9999.000,0,11,1,4,6,9999.000,9999.000,9999,18Sep / 3:50:14 PM
1,GazeDwell,medium,40.000,up,2.727,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,18Sep / 3:50:19 PM
1,GazeDwell,medium,40.000,down,2.673,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,18Sep / 3:50:24 PM
1,GazeDwell,medium,30.000,up,2.187,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,18Sep / 3:50:28 PM
1,GazeDwell,big,40.000,up,1.689,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,18Sep / 3:50:32 PM
1,GazeDwell,big,40.000,down,1.357,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,18Sep / 3:50:36 PM
1,GazeDwell,medium,30.000,down,2.292,9999.000,9999.000,9999.000,0,10,0,6,4,9999.000,9999.000,9999,18Sep / 3:50:40 PM
1,GazeDwell,medium,20.000,up,1.705,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,18Sep / 3:50:44 PM
1,GazeDwell,medium,20.000,down,1.662,9999.000,9999.000,9999.000,0,2,0,2,0,9999.000,9999.000,9999,18Sep / 3:50:47 PM
1,GazeDwell,small,40.000,up,6.197,9999.000,9999.000,9999.000,0,24,1,1,22,9999.000,9999.000,9999,18Sep / 3:50:56 PM
1,GazeDwell,small,40.000,down,16.601,9999.000,9999.000,9999.000,0,40,19,16,5,9999.000,9999.000,9999,18Sep / 3:51:14 PM
1,GazeDwell,small,30.000,up,4.244,9999.000,9999.000,9999.000,0,2,1,1,0,9999.000,9999.000,9999,18Sep / 3:51:21 PM
1,GazeDwell,big,20.000,up,1.488,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,18Sep / 3:51:24 PM
1,GazeDwell,big,20.000,down,1.793,9999.000,9999.000,9999.000,0,6,0,6,0,9999.000,9999.000,9999,18Sep / 3:51:29 PM
1,GazeDwell,big,30.000,up,1.446,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,18Sep / 3:51:32 PM
1,GazeDwell,big,30.000,down,1.685,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,18Sep / 3:51:36 PM
1,GazeDwell,medium,40.000,up,1.297,9999.000,9999.000,9999.000,0,1,0,1,0,9999.000,9999.000,9999,18Sep / 3:51:40 PM
1,GazeDwell,medium,40.000,down,2.388,9999.000,9999.000,9999.000,0,2,0,1,1,9999.000,9999.000,9999,18Sep / 3:51:44 PM
1,GazeDwell,medium,30.000,up,1.579,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,18Sep / 3:51:48 PM
1,GazeDwell,small,30.000,down,1.513,9999.000,9999.000,9999.000,0,3,1,2,0,9999.000,9999.000,9999,18Sep / 3:51:51 PM
1,GazeDwell,small,20.000,up,2.647,9999.000,9999.000,9999.000,0,2,0,2,0,9999.000,9999.000,9999,18Sep / 3:51:56 PM
1,GazeDwell,small,20.000,down,1.439,9999.000,9999.000,9999.000,0,3,1,2,0,9999.000,9999.000,9999,18Sep / 3:51:59 PM
1,GazeClick,medium,40.000,up,3.127,9999.000,9999.000,9999.000,0,1,0,1,0,9999.000,9999.000,9999,18Sep / 3:52:36 PM
1,GazeClick,medium,40.000,down,4.385,9999.000,9999.000,9999.000,0,1,0,0,1,9999.000,9999.000,9999,18Sep / 3:52:44 PM
1,GazeClick,medium,30.000,up,2.222,9999.000,9999.000,9999.000,0,1,0,1,0,9999.000,9999.000,9999,18Sep / 3:52:50 PM
1,GazeClick,small,40.000,up,4.163,9999.000,9999.000,9999.000,0,13,5,2,6,9999.000,9999.000,9999,18Sep / 3:53:08 PM
1,GazeClick,small,40.000,down,7.053,9999.000,9999.000,9999.000,1,25,1,16,8,9999.000,9999.000,9999,18Sep / 3:53:18 PM
1,GazeClick,small,30.000,up,6.793,9999.000,9999.000,9999.000,1,30,1,3,26,9999.000,9999.000,9999,18Sep / 3:53:27 PM
1,GazeClick,big,40.000,up,1.785,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,18Sep / 3:53:31 PM
1,GazeClick,big,40.000,down,5.087,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,18Sep / 3:53:38 PM
1,GazeClick,big,30.000,up,1.458,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,18Sep / 3:53:43 PM
1,GazeClick,big,30.000,down,2.792,9999.000,9999.000,9999.000,0,5,1,4,0,9999.000,9999.000,9999,18Sep / 3:53:48 PM
1,GazeClick,small,30.000,down,2.772,9999.000,9999.000,9999.000,0,10,0,9,1,9999.000,9999.000,9999,18Sep / 3:53:52 PM
1,GazeClick,small,20.000,up,1.774,9999.000,9999.000,9999.000,0,2,0,2,0,9999.000,9999.000,9999,18Sep / 3:53:56 PM
1,GazeClick,small,20.000,down,3.488,9999.000,9999.000,9999.000,1,5,1,2,2,9999.000,9999.000,9999,18Sep / 3:54:02 PM
1,GazeClick,big,20.000,up,1.212,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,18Sep / 3:54:05 PM
1,GazeClick,big,20.000,down,1.947,9999.000,9999.000,9999.000,1,0,0,0,0,9999.000,9999.000,9999,18Sep / 3:54:09 PM
1,GazeClick,medium,30.000,down,1.104,9999.000,9999.000,9999.000,0,3,0,3,0,9999.000,9999.000,9999,18Sep / 3:54:12 PM
1,GazeClick,medium,20.000,up,1.617,9999.000,9999.000,9999.000,0,2,0,2,0,9999.000,9999.000,9999,18Sep / 3:54:16 PM
1,GazeClick,medium,20.000,down,2.662,9999.000,9999.000,9999.000,1,1,1,0,0,9999.000,9999.000,9999,18Sep / 3:54:20 PM
1,GazeClick,small,30.000,down,2.654,9999.000,9999.000,9999.000,1,14,0,9,5,9999.000,9999.000,9999,18Sep / 3:54:25 PM
1,GazeClick,small,20.000,up,2.423,9999.000,9999.000,9999.000,0,10,4,5,1,9999.000,9999.000,9999,18Sep / 3:54:30 PM
1,GazeClick,small,20.000,down,1.503,9999.000,9999.000,9999.000,0,1,0,1,0,9999.000,9999.000,9999,18Sep / 3:54:33 PM
2,ControllerClick,big,20.000,up,2.641,0.233,1.111,0.878,0,0,0,0,0,1.111,0.000,0,18Sep / 3:55:17 PM
2,ControllerClick,big,20.000,down,1.598,0.222,0.733,0.511,0,0,0,0,0,0.733,0.000,0,18Sep / 3:55:21 PM
2,ControllerClick,medium,30.000,down,2.489,0.222,0.622,0.400,1,1,0,0,1,0.622,0.000,0,18Sep / 3:55:25 PM
2,ControllerClick,medium,20.000,up,1.402,0.222,0.778,0.555,0,0,0,0,0,0.778,0.000,0,18Sep / 3:55:29 PM
2,ControllerClick,medium,20.000,down,2.071,0.223,1.622,1.399,0,1,0,1,0,0.645,1.622,1,18Sep / 3:55:33 PM
2,ControllerClick,big,30.000,up,1.739,0.224,0.748,0.524,0,0,0,0,0,0.748,0.000,0,18Sep / 3:55:37 PM
2,ControllerClick,big,30.000,down,1.152,0.222,0.733,0.511,0,0,0,0,0,0.733,0.000,0,18Sep / 3:55:40 PM
2,ControllerClick,big,40.000,up,2.254,0.222,1.466,1.244,0,1,0,1,0,1.466,0.000,0,18Sep / 3:55:45 PM
2,ControllerClick,big,40.000,down,1.422,0.222,1.434,1.211,0,0,0,0,0,1.434,0.000,0,18Sep / 3:55:48 PM
2,ControllerClick,small,40.000,up,12.257,0.222,0.878,0.655,4,8,0,5,3,0.878,0.000,0,18Sep / 3:56:02 PM
2,ControllerClick,small,40.000,down,2.607,0.233,1.343,1.110,0,1,0,1,0,1.343,0.000,0,18Sep / 3:56:08 PM
2,ControllerClick,small,30.000,up,2.665,0.229,1.087,0.859,0,1,0,0,1,1.087,0.000,0,18Sep / 3:56:13 PM
2,ControllerClick,medium,40.000,up,2.019,0.231,1.624,1.393,0,0,0,0,0,1.624,0.000,0,18Sep / 3:56:17 PM
2,ControllerClick,medium,40.000,down,2.290,0.231,0.810,0.578,0,0,0,0,0,0.810,0.000,0,18Sep / 3:56:21 PM
2,ControllerClick,medium,30.000,up,1.899,0.228,0.758,0.530,0,0,0,0,0,0.758,0.000,0,18Sep / 3:56:25 PM
2,ControllerClick,small,30.000,down,2.347,0.229,0.996,0.767,0,1,0,1,0,0.996,0.000,0,18Sep / 3:56:29 PM
2,ControllerClick,small,20.000,up,2.149,0.241,0.940,0.699,0,0,0,0,0,0.940,0.000,0,18Sep / 3:56:34 PM
2,ControllerClick,small,20.000,down,2.322,0.222,0.814,0.592,0,1,1,0,0,0.814,0.000,0,18Sep / 3:56:39 PM
2,ControllerClick,big,30.000,up,1.580,0.225,0.791,0.566,0,0,0,0,0,0.791,0.000,0,18Sep / 3:56:43 PM
2,ControllerClick,big,30.000,down,1.582,0.222,0.900,0.677,0,0,0,0,0,0.900,0.000,0,18Sep / 3:56:46 PM
2,ControllerClick,medium,30.000,down,1.984,0.223,0.790,0.567,0,0,0,0,0,0.790,0.000,0,18Sep / 3:56:50 PM
2,ControllerClick,medium,20.000,up,1.496,0.222,1.501,1.279,0,0,0,0,0,1.501,0.000,0,18Sep / 3:56:54 PM
2,ControllerClick,medium,20.000,down,1.686,0.223,0.890,0.667,0,1,0,0,1,0.890,0.000,0,18Sep / 3:56:57 PM
2,ControllerClick,small,40.000,up,2.587,0.223,2.298,2.075,0,2,0,2,0,2.298,0.000,0,18Sep / 3:57:02 PM
2,ControllerClick,small,40.000,down,4.535,0.222,0.621,0.399,0,4,1,3,0,0.621,0.000,0,18Sep / 3:57:08 PM
2,ControllerClick,small,30.000,up,2.160,0.223,1.010,0.788,0,0,0,0,0,1.010,0.000,0,18Sep / 3:57:13 PM
2,ControllerClick,big,40.000,up,1.674,0.225,1.356,1.131,0,0,0,0,0,1.356,0.000,0,18Sep / 3:57:16 PM
2,ControllerClick,big,40.000,down,1.664,0.224,0.711,0.487,0,0,0,0,0,0.711,0.000,0,18Sep / 3:57:20 PM
2,ControllerClick,big,20.000,up,2.151,0.241,0.840,0.599,1,0,0,0,0,0.840,0.000,0,18Sep / 3:57:24 PM
2,ControllerClick,big,20.000,down,1.701,0.222,1.344,1.122,0,0,0,0,0,1.344,0.000,0,18Sep / 3:57:28 PM
2,ControllerClick,medium,40.000,up,1.548,0.223,1.266,1.043,0,0,0,0,0,1.266,0.000,0,18Sep / 3:57:31 PM
2,ControllerClick,medium,40.000,down,1.383,0.224,0.767,0.543,0,0,0,0,0,0.767,0.000,0,18Sep / 3:57:35 PM
2,GazeDwell,big,20.000,up,2.240,0.236,2.146,1.909,0,0,0,0,0,2.146,0.000,0,18Sep / 3:58:39 PM
2,GazeDwell,big,20.000,down,1.806,0.223,0.733,0.510,0,4,1,3,0,0.733,0.000,0,18Sep / 3:58:43 PM
2,GazeDwell,medium,40.000,up,2.108,0.223,0.745,0.522,0,6,0,6,0,0.745,0.000,0,18Sep / 3:58:48 PM
2,GazeDwell,medium,40.000,down,2.098,0.221,0.788,0.566,0,4,1,0,3,0.788,0.000,0,18Sep / 3:58:52 PM
2,GazeDwell,medium,30.000,up,2.178,0.222,0.732,0.511,0,0,0,0,0,0.732,0.000,0,18Sep / 3:58:56 PM
2,GazeDwell,small,40.000,up,3.536,0.222,1.855,1.632,0,10,1,5,4,1.855,0.000,0,18Sep / 3:59:02 PM
2,GazeDwell,small,40.000,down,3.572,0.222,0.922,0.700,0,7,6,1,0,0.922,0.000,0,18Sep / 3:59:07 PM
2,GazeDwell,small,30.000,up,3.652,0.222,0.734,0.512,0,10,1,4,5,0.734,0.000,0,18Sep / 3:59:13 PM
2,GazeDwell,big,30.000,up,2.666,0.223,0.900,0.677,0,0,0,0,0,0.900,0.000,0,18Sep / 3:59:18 PM
2,GazeDwell,big,30.000,down,2.095,0.229,1.450,1.222,0,4,1,2,1,1.450,0.000,0,18Sep / 3:59:22 PM
2,GazeDwell,big,40.000,up,2.590,0.222,1.188,0.966,0,0,0,0,0,1.188,0.000,0,18Sep / 3:59:27 PM
2,GazeDwell,big,40.000,down,3.193,0.222,0.895,0.673,0,1,0,1,0,0.895,0.000,0,18Sep / 3:59:32 PM
2,GazeDwell,small,30.000,down,5.295,0.229,1.992,1.764,0,14,0,12,2,1.992,0.000,0,18Sep / 3:59:39 PM
2,GazeDwell,small,20.000,up,4.922,0.224,0.956,0.733,0,9,0,7,2,0.956,0.000,0,18Sep / 3:59:46 PM
2,GazeDwell,small,20.000,down,3.436,0.223,1.038,0.815,0,10,6,4,0,1.038,0.000,0,18Sep / 3:59:52 PM
2,GazeDwell,medium,30.000,down,2.727,0.227,0.844,0.618,0,2,1,1,0,0.844,0.000,0,18Sep / 3:59:57 PM
2,GazeDwell,medium,20.000,up,2.484,0.222,1.227,1.005,0,0,0,0,0,1.227,0.000,0,18Sep / 4:00:01 PM
2,GazeDwell,medium,20.000,down,3.010,0.224,0.767,0.543,0,0,0,0,0,0.767,0.000,0,18Sep / 4:00:06 PM
2,GazeDwell,small,40.000,up,6.134,0.223,0.823,0.600,0,9,0,1,8,0.823,0.000,0,18Sep / 4:00:14 PM
2,GazeDwell,small,40.000,down,3.510,0.229,0.623,0.394,0,11,0,9,2,0.623,0.000,0,18Sep / 4:00:20 PM
2,GazeDwell,small,30.000,up,3.950,0.233,0.649,0.416,0,19,1,11,7,0.649,0.000,0,18Sep / 4:00:26 PM
2,GazeDwell,big,20.000,up,2.032,0.229,0.872,0.643,0,0,0,0,0,0.872,0.000,0,18Sep / 4:00:30 PM
2,GazeDwell,big,20.000,down,1.833,0.224,0.693,0.469,0,0,0,0,0,0.693,0.000,0,18Sep / 4:00:34 PM
2,GazeDwell,medium,30.000,down,2.903,0.228,0.773,0.544,0,5,0,5,0,0.773,0.000,0,18Sep / 4:00:39 PM
2,GazeDwell,medium,20.000,up,2.571,0.228,0.607,0.379,0,0,0,0,0,0.607,0.000,0,18Sep / 4:00:44 PM
2,GazeClick,small,40.000,up,5.461,0.234,1.011,0.777,0,15,1,3,11,1.011,0.000,0,18Sep / 4:01:28 PM
2,GazeClick,small,40.000,down,7.476,0.233,0.855,0.622,2,20,6,3,11,0.855,0.000,0,18Sep / 4:01:38 PM
2,GazeClick,small,30.000,up,4.302,0.222,0.865,0.644,1,7,1,0,6,0.865,0.000,0,18Sep / 4:01:44 PM
2,GazeClick,big,40.000,up,3.084,0.222,0.755,0.533,0,0,0,0,0,0.755,0.000,0,18Sep / 4:01:52 PM
2,GazeClick,big,40.000,down,3.520,0.223,0.933,0.711,0,3,0,3,0,0.933,0.000,0,18Sep / 4:01:58 PM
2,GazeClick,medium,40.000,up,3.333,0.222,0.744,0.522,1,0,0,0,0,0.744,0.000,0,18Sep / 4:02:03 PM
2,GazeClick,medium,40.000,down,3.564,0.229,0.987,0.758,0,5,0,4,1,0.987,0.000,0,18Sep / 4:02:09 PM
2,GazeClick,medium,30.000,up,2.088,0.228,0.728,0.500,0,2,0,2,0,0.728,0.000,0,18Sep / 4:02:13 PM
2,GazeClick,big,30.000,up,1.650,0.223,0.770,0.547,0,0,0,0,0,0.770,0.000,0,18Sep / 4:02:17 PM
2,GazeClick,big,30.000,down,1.742,0.221,0.723,0.502,0,0,0,0,0,0.723,0.000,0,18Sep / 4:02:20 PM
2,GazeClick,small,30.000,down,2.154,0.234,0.733,0.499,0,8,4,3,1,0.733,0.000,0,18Sep / 4:02:25 PM
2,GazeClick,small,20.000,up,5.522,0.251,1.100,0.848,3,4,1,1,2,1.100,0.000,0,18Sep / 4:02:32 PM
2,GazeClick,small,20.000,down,2.325,0.220,0.687,0.467,0,3,1,1,1,0.687,0.000,0,18Sep / 4:02:36 PM
2,GazeClick,medium,30.000,down,2.795,0.224,0.906,0.682,0,0,0,0,0,0.906,0.000,0,18Sep / 4:02:41 PM
2,GazeClick,medium,20.000,up,1.898,0.234,0.756,0.523,0,0,0,0,0,0.756,0.000,0,18Sep / 4:02:45 PM
2,GazeClick,medium,20.000,down,1.755,0.232,0.843,0.611,0,2,0,2,0,0.843,0.000,0,18Sep / 4:02:49 PM
2,GazeClick,big,20.000,up,1.578,0.232,0.832,0.600,0,0,0,0,0,0.832,0.000,0,18Sep / 4:02:53 PM
2,GazeClick,big,20.000,down,1.837,0.222,0.655,0.433,0,0,0,0,0,0.655,0.000,0,18Sep / 4:02:57 PM
2,GazeClick,medium,30.000,down,2.406,0.223,0.877,0.655,0,2,2,0,0,0.877,0.000,0,18Sep / 4:03:02 PM
2,GazeClick,medium,20.000,up,2.019,0.222,0.722,0.500,0,0,0,0,0,0.722,0.000,0,18Sep / 4:03:06 PM
2,GazeClick,medium,20.000,down,2.221,0.245,0.767,0.523,0,8,3,5,0,0.767,0.000,0,18Sep / 4:03:11 PM
2,GazeClick,big,40.000,up,1.777,0.222,0.621,0.398,0,0,0,0,0,0.621,0.000,0,18Sep / 4:03:14 PM
2,GazeClick,big,40.000,down,2.469,0.223,0.733,0.510,0,0,0,0,0,0.733,0.000,0,18Sep / 4:03:19 PM
2,GazeClick,medium,40.000,up,3.271,0.222,0.810,0.588,0,0,0,0,0,0.810,0.000,0,18Sep / 4:03:24 PM
2,GazeClick,medium,40.000,down,3.440,0.222,0.944,0.722,0,12,2,10,0,0.944,0.000,0,18Sep / 4:03:30 PM
2,GazeClick,medium,30.000,up,2.931,0.223,0.733,0.510,1,1,0,0,1,0.733,0.000,0,18Sep / 4:03:34 PM
2,GazeClick,small,40.000,up,8.089,0.218,0.811,0.593,5,14,1,0,13,0.811,0.000,0,18Sep / 4:03:45 PM
2,GazeClick,small,40.000,down,4.827,0.243,0.767,0.524,0,4,1,2,1,0.767,0.000,0,18Sep / 4:03:52 PM
1,ControllerClick,medium,40.000,up,6.364,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,20Sep / 3:59:56 PM
1,ControllerClick,medium,40.000,down,4.657,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,20Sep / 4:00:04 PM
1,ControllerClick,medium,30.000,up,3.728,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,20Sep / 4:00:11 PM
1,ControllerClick,big,40.000,up,2.964,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,20Sep / 4:00:16 PM
1,ControllerClick,big,40.000,down,3.090,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,20Sep / 4:00:23 PM
1,ControllerClick,medium,30.000,down,2.381,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,20Sep / 4:00:29 PM
1,ControllerClick,medium,20.000,up,2.054,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,20Sep / 4:00:33 PM
1,ControllerClick,medium,20.000,down,2.888,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,20Sep / 4:00:38 PM
1,ControllerClick,big,20.000,up,2.763,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,20Sep / 4:00:43 PM
1,ControllerClick,big,20.000,down,2.511,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,20Sep / 4:00:48 PM
1,ControllerClick,big,30.000,up,2.080,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,20Sep / 4:00:52 PM
1,ControllerClick,big,30.000,down,1.915,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,20Sep / 4:00:56 PM
1,ControllerClick,small,30.000,down,3.517,9999.000,9999.000,9999.000,0,2,0,2,0,9999.000,9999.000,9999,20Sep / 4:01:02 PM
1,ControllerClick,small,20.000,up,5.020,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,20Sep / 4:01:09 PM
1,ControllerClick,small,20.000,down,3.969,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,20Sep / 4:01:21 PM
1,ControllerClick,small,40.000,up,4.029,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,20Sep / 4:01:27 PM
1,ControllerClick,small,40.000,down,6.943,9999.000,9999.000,9999.000,0,2,0,1,1,9999.000,9999.000,9999,20Sep / 4:01:37 PM
1,ControllerClick,small,30.000,up,3.336,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,20Sep / 4:01:43 PM
1,ControllerClick,big,30.000,up,1.629,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,20Sep / 4:01:47 PM
1,ControllerClick,big,30.000,down,1.551,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,20Sep / 4:01:51 PM
1,ControllerClick,medium,30.000,down,1.954,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,20Sep / 4:01:55 PM
1,ControllerClick,medium,20.000,up,2.011,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,20Sep / 4:01:59 PM
1,ControllerClick,medium,20.000,down,2.003,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,20Sep / 4:02:03 PM
1,ControllerClick,big,40.000,up,2.126,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,20Sep / 4:02:08 PM
1,ControllerClick,big,40.000,down,1.828,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,20Sep / 4:02:12 PM
1,ControllerClick,big,20.000,up,1.530,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,20Sep / 4:02:15 PM
1,ControllerClick,big,20.000,down,1.631,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,20Sep / 4:02:19 PM
1,ControllerClick,small,30.000,down,2.800,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,20Sep / 4:02:24 PM
1,ControllerClick,small,20.000,up,2.124,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,20Sep / 4:02:28 PM
1,ControllerClick,small,20.000,down,2.193,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,20Sep / 4:02:33 PM
1,ControllerClick,medium,40.000,up,2.484,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,20Sep / 4:02:37 PM
1,ControllerClick,medium,40.000,down,2.497,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,20Sep / 4:02:42 PM
1,GazeDwell,small,30.000,down,3.316,9999.000,9999.000,9999.000,0,7,0,7,0,9999.000,9999.000,9999,20Sep / 4:03:32 PM
1,GazeDwell,small,20.000,up,1.735,9999.000,9999.000,9999.000,0,2,1,1,0,9999.000,9999.000,9999,20Sep / 4:03:36 PM
1,GazeDwell,small,20.000,down,1.438,9999.000,9999.000,9999.000,0,2,1,1,0,9999.000,9999.000,9999,20Sep / 4:03:39 PM
1,GazeDwell,medium,40.000,up,1.384,9999.000,9999.000,9999.000,0,1,1,0,0,9999.000,9999.000,9999,20Sep / 4:03:43 PM
1,GazeDwell,medium,40.000,down,3.785,9999.000,9999.000,9999.000,0,3,2,0,1,9999.000,9999.000,9999,20Sep / 4:03:49 PM
1,GazeDwell,medium,30.000,up,2.022,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,20Sep / 4:03:53 PM
1,GazeDwell,big,20.000,up,1.568,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,20Sep / 4:03:56 PM
1,GazeDwell,big,20.000,down,1.548,9999.000,9999.000,9999.000,0,1,0,1,0,9999.000,9999.000,9999,20Sep / 4:04:00 PM
1,GazeDwell,medium,30.000,down,1.505,9999.000,9999.000,9999.000,0,1,0,1,0,9999.000,9999.000,9999,20Sep / 4:04:03 PM
1,GazeDwell,medium,20.000,up,1.750,9999.000,9999.000,9999.000,0,2,1,1,0,9999.000,9999.000,9999,20Sep / 4:04:07 PM
1,GazeDwell,medium,20.000,down,2.219,9999.000,9999.000,9999.000,0,5,4,1,0,9999.000,9999.000,9999,20Sep / 4:04:11 PM
1,GazeDwell,small,40.000,up,2.465,9999.000,9999.000,9999.000,0,2,0,1,1,9999.000,9999.000,9999,20Sep / 4:04:16 PM
1,GazeDwell,small,40.000,down,1.912,9999.000,9999.000,9999.000,0,5,1,3,1,9999.000,9999.000,9999,20Sep / 4:04:20 PM
1,GazeDwell,small,30.000,up,2.058,9999.000,9999.000,9999.000,0,2,1,1,0,9999.000,9999.000,9999,20Sep / 4:04:24 PM
1,GazeDwell,big,30.000,up,1.620,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,20Sep / 4:04:28 PM
1,GazeDwell,big,30.000,down,1.128,9999.000,9999.000,9999.000,0,1,0,1,0,9999.000,9999.000,9999,20Sep / 4:04:31 PM
1,GazeDwell,big,40.000,up,1.630,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,20Sep / 4:04:34 PM
1,GazeDwell,big,40.000,down,1.298,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,20Sep / 4:04:38 PM
1,GazeClick,big,40.000,up,1.721,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,20Sep / 4:05:02 PM
1,GazeClick,big,40.000,down,1.222,9999.000,9999.000,9999.000,0,4,0,4,0,9999.000,9999.000,9999,20Sep / 4:05:05 PM
1,GazeClick,big,30.000,up,1.223,9999.000,9999.000,9999.000,0,0,0,0,0,9999.000,9999.000,9999,20Sep / 4:05:08 PM
1,GazeClick,big,30.000,down,1.480,9999.000,9999.000,9999.000,0,1,1,0,0,9999.000,9999.000,9999,20Sep / 4:05:12 PM
1,GazeClick,medium,30.000,down,2.093,9999.000,9999.000,9999.000,0,7,0,6,1,9999.000,9999.000,9999,20Sep / 4:05:16 PM
